textID,text,label,label_text,Sentence,Negative,Neutral,Positive,Overall Sentiment,Compound
1c464c8953,Me and mum are lost in grangemouth. Utter hilarity! Totally lost,1,neutral,Me and mum are lost in grangemouth. Utter hilarity! Totally lost,37.7,62.3,0.0,negative,-0.665
29da8ca76b, sorry 19/female/atl very lonely,0,negative, sorry 19/female/atl very lonely,67.2,32.800000000000004,0.0,negative,-0.4754
9d414d77dd,"Feeling awful, new medication is making me nauseous",0,negative,"Feeling awful, new medication is making me nauseous",28.599999999999998,57.099999999999994,14.299999999999999,negative,-0.3612
4d05d59122, inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!,0,negative, inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!,17.2,82.8,0.0,negative,-0.4504
5a2393940b,I need a bear hug  and Im going to camp today!!,1,neutral,I need a bear hug  and Im going to camp today!!,0.0,73.1,26.900000000000002,positive,0.5696
2fd9eef1f8," If I could, I`d send California sunshine your way.",2,positive," If I could, I`d send California sunshine your way.",0.0,71.39999999999999,28.599999999999998,positive,0.4939
938c32de3e,I need a present for my mom.  Could anybody help me ?!,2,positive,I need a present for my mom.  Could anybody help me ?!,0.0,78.60000000000001,21.4,positive,0.4574
0e3d04ed05," I am in Weirton Julie, way up North at the tippy top! LOL we don`t think southern WV folks like us too much.",0,negative," I am in Weirton Julie, way up North at the tippy top! LOL we don`t think southern WV folks like us too much.",0.0,71.1,28.9,positive,0.7978
9a0fce6d7e,learning how to use twitter,1,neutral,learning how to use twitter,0.0,100.0,0.0,neutral,0.0
32eb024489,bad mood and i dont feel good. too bad no one cares,0,negative,bad mood and i dont feel good. too bad no one cares,66.8,33.2,0.0,negative,-0.9199
6af90a76e4," I love you so much.  Just got into my hiding spot, gonna go check out datalounge",2,positive," I love you so much.  Just got into my hiding spot, gonna go check out datalounge",10.8,68.60000000000001,20.599999999999998,positive,0.4588
2b68738448, - Try this one  ,1,neutral, - Try this one  ,0.0,100.0,0.0,neutral,0.0
af087c9deb,"  youre diabetic?   so is my dad.  & i might be too, not sure.  are you still allowed to eat sugar throughout the day?",0,negative,"  youre diabetic?   so is my dad.  & i might be too, not sure.  are you still allowed to eat sugar throughout the day?",9.5,90.5,0.0,negative,-0.323
8823244442,I just really want to sleep butmy eyes won`t let me,0,negative,I just really want to sleep butmy eyes won`t let me,0.0,86.3,13.700000000000001,positive,0.1513
9bb06e4848, You should check yourz Rayne.,1,neutral, You should check yourz Rayne.,0.0,100.0,0.0,neutral,0.0
717e76b467,"_66 I haven`t had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",1,neutral,"_66 I haven`t had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",8.3,87.1,4.6,negative,-0.2263
3b6fdcc518," Ian and I are going to a matinee tomorrow, or that`s the plan at least...it`s going to be too expensive for 3d at night",0,negative," Ian and I are going to a matinee tomorrow, or that`s the plan at least...it`s going to be too expensive for 3d at night",0.0,100.0,0.0,neutral,0.0
f6cb27e38e,He will be here in less than hour,1,neutral,He will be here in less than hour,0.0,100.0,0.0,neutral,0.0
419f3e9ef8," I know, but work is so boring. I prefer the  take on life",0,negative," I know, but work is so boring. I prefer the  take on life",24.9,75.1,0.0,negative,-0.6107
f29654c873, Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already.,2,positive, Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already.,0.0,60.6,39.4,positive,0.7574
7e46f3f92a, ha. nothing any man does is right on mothers day except for taking kids off mum`s hands for whole day,1,neutral, ha. nothing any man does is right on mothers day except for taking kids off mum`s hands for whole day,0.0,100.0,0.0,neutral,0.0
43ad351369,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",2,positive,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",14.299999999999999,61.7,24.0,positive,0.5473
853ebd7b47, Our raid leader made us run drills to practice switching,1,neutral, Our raid leader made us run drills to practice switching,0.0,100.0,0.0,neutral,0.0
ef60a2d1e7," And Clang rocks, so you`re using it, right?  Anyways, according to the comments it`s in apple`s gcc too, dunno how public tho",1,neutral," And Clang rocks, so you`re using it, right?  Anyways, according to the comments it`s in apple`s gcc too, dunno how public tho",0.0,100.0,0.0,neutral,0.0
983088f2b4,"Unlike cierra, i look like poop today. Whatevahh, lol.",1,neutral,"Unlike cierra, i look like poop today. Whatevahh, lol.",0.0,56.89999999999999,43.1,positive,0.6486
50b353f751,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.,2,positive,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.,0.0,59.4,40.6,positive,0.836
c4cad35b0f,The comp deleted half my apps,0,negative,The comp deleted half my apps,0.0,100.0,0.0,neutral,0.0
9c44566550,"In Whin Park on the swings, victory is all mine right now",2,positive,"In Whin Park on the swings, victory is all mine right now",0.0,100.0,0.0,neutral,0.0
32b28d840b,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,2,positive,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,0.0,78.3,21.7,positive,0.7263
d576839165, because its like ten times better than this place xD and its so beautiful and fun  and they have gold coast hot dogs!! xD,2,positive, because its like ten times better than this place xD and its so beautiful and fun  and they have gold coast hot dogs!! xD,0.0,44.800000000000004,55.2,positive,0.9724
86f3b2e352,Whole body is sore from moving hundreds of pieces of luggage last weekend.   Guess I should visit the gym more often,1,neutral,Whole body is sore from moving hundreds of pieces of luggage last weekend.   Guess I should visit the gym more often,11.1,88.9,0.0,negative,-0.3612
ef1eb004ff, oh you are too kind,2,positive, oh you are too kind,0.0,54.1,45.9,positive,0.5267
36bc98037c," yeah, so quick! And I`m using the 5mm addi`s I bought on Sat and it makes it even smoother",2,positive," yeah, so quick! And I`m using the 5mm addi`s I bought on Sat and it makes it even smoother",0.0,87.8,12.2,positive,0.3595
faaf6a6f64, I don`t even look at their fabric unless I need polar fleece.   It`s worth the extra $ to go to Needle and Thread.,1,neutral, I don`t even look at their fabric unless I need polar fleece.   It`s worth the extra $ to go to Needle and Thread.,0.0,92.10000000000001,7.9,positive,0.2263
69789cff46,Pleeaaasee come out sun,1,neutral,Pleeaaasee come out sun,0.0,100.0,0.0,neutral,0.0
586a76af3d,"  ummm...last night when I DM`d you, you said it was a 'good' question.",2,positive,"  ummm...last night when I DM`d you, you said it was a 'good' question.",0.0,80.5,19.5,positive,0.4404
dfd9f1800b," man, I am really sorry",0,negative," man, I am really sorry",28.499999999999996,71.5,0.0,negative,-0.1513
e0090fba83,watching the jobros live chat .. not live though  haha.,1,neutral,watching the jobros live chat .. not live though  haha.,21.6,78.4,0.0,negative,-0.357
d9e1b10a4f,wow.. tomorrow and then it`s over. i`ll never see some of those people again. it`s kind of sad.,0,negative,wow.. tomorrow and then it`s over. i`ll never see some of those people again. it`s kind of sad.,14.6,69.0,16.400000000000002,positive,0.1045
0e5d9cd378,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..,0,negative,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..,0.0,83.3,16.7,positive,0.6369
1a82a50aa9," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.",2,positive," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.",6.7,64.4,28.799999999999997,positive,0.802
57ee48d640, the honesty`s to much...........  Sorry couldn`t resist;),1,neutral, the honesty`s to much...........  Sorry couldn`t resist;),17.8,82.19999999999999,0.0,negative,-0.0772
e0794d1a3e,oh ok i always wondered how that worked. i only have the top of my ear done. i dont think i could get anything else pierced,1,neutral,oh ok i always wondered how that worked. i only have the top of my ear done. i dont think i could get anything else pierced,0.0,85.7,14.299999999999999,positive,0.4588
2baa1924cd,noooooooo...another headache...hopefully not a migraine,1,neutral,noooooooo...another headache...hopefully not a migraine,0.0,100.0,0.0,neutral,0.0
c3261537c6,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;),0,negative,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;),13.200000000000001,71.1,15.7,positive,0.2165
4acd2d7380,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",0,negative,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",11.5,70.0,18.5,positive,0.34
259ab53f07, i make them good girls go bad,0,negative, i make them good girls go bad,30.7,43.9,25.4,negative,-0.1531
c180265483,Sites that republish my blog`s feed often end up higher than my blog on Google search results,0,negative,Sites that republish my blog`s feed often end up higher than my blog on Google search results,0.0,100.0,0.0,neutral,0.0
1e7956b538,Going to have dinner. bbs,1,neutral,Going to have dinner. bbs,0.0,100.0,0.0,neutral,0.0
c8a9799256, we can all but hope... georgia is still wide awake and has the hiccups,1,neutral, we can all but hope... georgia is still wide awake and has the hiccups,0.0,77.2,22.8,positive,0.5927
9fdac069e1,no phone  i knew i should`ve charged it last night. SIGH,1,neutral,no phone  i knew i should`ve charged it last night. SIGH,28.9,57.8,13.3,negative,-0.2885
e27ea173e0, quite,1,neutral, quite,0.0,100.0,0.0,neutral,0.0
e468a185dc,oh yes! Level 40,2,positive,oh yes! Level 40,0.0,50.1,49.9,positive,0.4574
fe626ba958,my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,0,negative,my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,8.200000000000001,78.9,12.9,positive,0.128
995db37ffd, http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,2,positive, http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,0.0,78.10000000000001,21.9,positive,0.6696
a539826f28,frustrated by my stupid iPhone I need a blackberry!!!!,0,negative,frustrated by my stupid iPhone I need a blackberry!!!!,53.2,46.800000000000004,0.0,negative,-0.8388
5efc764068,Woo - got a fast mobile broadband connection now,1,neutral,Woo - got a fast mobile broadband connection now,0.0,72.1,27.900000000000002,positive,0.4767
e133dbdc62, But I really want a Sporebat pet.,1,neutral, But I really want a Sporebat pet.,0.0,76.1,23.9,positive,0.2238
e74af209c6,I`m still at the mothers day lunch at my uncles house. Having a nice time!,2,positive,I`m still at the mothers day lunch at my uncles house. Having a nice time!,0.0,81.89999999999999,18.099999999999998,positive,0.4753
aca7565010, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,2,positive, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,23.0,77.0,0.0,negative,-0.5962
cac874449f," Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool",0,negative," Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool",0.0,100.0,0.0,neutral,0.0
bff45fe27f,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,2,positive,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,0.0,61.1,38.9,positive,0.7906
60521a571e, my bad homie,0,negative, my bad homie,63.6,36.4,0.0,negative,-0.5423
3b6a25d97c,  i'm awake whats for breakfast lulu **** on a shingle ha ha ha,1,neutral,  i'm awake whats for breakfast lulu **** on a shingle ha ha ha,0.0,58.099999999999994,41.9,positive,0.7351
bcf13877f7,Good morning everyone,2,positive,Good morning everyone,0.0,40.8,59.199999999999996,positive,0.4404
c4a8602e0a," love this one, especially the shoes  anyway, gmn punya acc lookbook ya? http://lookbook.nu/look/92920",2,positive," love this one, especially the shoes  anyway, gmn punya acc lookbook ya? http://lookbook.nu/look/92920",0.0,74.1,25.900000000000002,positive,0.6369
4e06f98760,shake shake shake shake shake it,1,neutral,shake shake shake shake shake it,89.5,10.5,0.0,negative,-0.6705
62aebe35b6,Raining again,1,neutral,Raining again,0.0,100.0,0.0,neutral,0.0
0237b6fd87,good morning world,2,positive,good morning world,0.0,40.8,59.199999999999996,positive,0.4404
c860b3f840,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.,1,neutral,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.,18.6,58.599999999999994,22.8,positive,0.3182
cfdb8ea6d8,back to br,1,neutral,back to br,0.0,100.0,0.0,neutral,0.0
935a3c2bf5,Time to put the weapons on the charger for the night.  Sleep tight,1,neutral,Time to put the weapons on the charger for the night.  Sleep tight,19.5,80.5,0.0,negative,-0.4404
c1e33be64e,Using tiffys computer...it feels different from mine... the touch is different.,1,neutral,Using tiffys computer...it feels different from mine... the touch is different.,0.0,100.0,0.0,neutral,0.0
000b3211af,And ... Happy Mother`s Day to all Moms   You sure are the ? heart of mankind.,2,positive,And ... Happy Mother`s Day to all Moms   You sure are the ? heart of mankind.,0.0,56.00000000000001,44.0,positive,0.8807
ffa3258a83, Are they both still talking to you then?,1,neutral, Are they both still talking to you then?,0.0,100.0,0.0,neutral,0.0
10f2498c35,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,1,neutral,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,22.900000000000002,66.0,11.1,negative,-0.7125
35674461fe, lol that was a great movie,2,positive, lol that was a great movie,0.0,36.7,63.3,positive,0.7845
4c086d6a58,will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy,1,neutral,will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy,0.0,100.0,0.0,neutral,0.0
d6a8cee69b,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,1,neutral,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,0.0,85.6,14.399999999999999,positive,0.4926
8e4553e921, Let`s go!,1,neutral, Let`s go!,0.0,100.0,0.0,neutral,0.0
cbfe82ef26,feels really sick.,0,negative,feels really sick.,64.2,35.8,0.0,negative,-0.5563
9fb92f7504,Hecks yeah. Jandy timsamlake is too rawesome!,2,positive,Hecks yeah. Jandy timsamlake is too rawesome!,0.0,70.7,29.299999999999997,positive,0.3595
49ffb6b465,**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,0,negative,**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,26.900000000000002,73.1,0.0,negative,-0.5848
ed0ace22bf, u don`t have school today????,1,neutral, u don`t have school today????,0.0,100.0,0.0,neutral,0.0
dc346c6f1c,Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,0,negative,Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,16.6,83.39999999999999,0.0,negative,-0.4577
178b3ca782,People at work are stressing me out.,0,negative,People at work are stressing me out.,29.4,70.6,0.0,negative,-0.3612
0e83e0955a, rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((,1,neutral, rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((,0.0,81.5,18.5,positive,0.6486
6d3596cdb3,love it when my sister brags! but she`s too tired too spell bowling right! haha its ok I <3 her!!,1,neutral,love it when my sister brags! but she`s too tired too spell bowling right! haha its ok I <3 her!!,11.600000000000001,45.1,43.3,positive,0.8902
696a2abd8a,never trust someone else`s battery operated power tools when you`re in a hurry,2,positive,never trust someone else`s battery operated power tools when you`re in a hurry,18.4,81.6,0.0,negative,-0.4023
26d169a9e9, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,2,positive, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,0.0,59.599999999999994,40.400000000000006,positive,0.9103
52fd9f56fb,is off to work ... still 'recovering' from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??,2,positive,is off to work ... still 'recovering' from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??,0.0,61.1,38.9,positive,0.9088
2f7b589c41, so`s the smell of cigarettes and alcohol... at least *i * like it.,2,positive, so`s the smell of cigarettes and alcohol... at least *i * like it.,0.0,82.8,17.2,positive,0.3612
1620bd719e,All done. No more internship.,1,neutral,All done. No more internship.,35.5,64.5,0.0,negative,-0.296
6e805ea65a,RIP to officer Edwards. May GOD continue to bless his family. What`s up wit cops killing cops. Seen the same thing happen on 'The WIRE'.,1,neutral,RIP to officer Edwards. May GOD continue to bless his family. What`s up wit cops killing cops. Seen the same thing happen on 'The WIRE'.,13.700000000000001,68.7,17.599999999999998,positive,0.0601
08f6036add,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight.",1,neutral,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight.",0.0,89.9,10.100000000000001,positive,0.4019
ce4b5fe266,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,2,positive,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,14.399999999999999,74.6,11.0,negative,-0.1984
792c97a352,my best friends bought something which i really want.,2,positive,my best friends bought something which i really want.,0.0,40.300000000000004,59.699999999999996,positive,0.8357
384a8c1c53," It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",2,positive," It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",0.0,81.10000000000001,18.9,positive,0.4939
8c08631422,On the phone to mum  http://tinyurl.com/otdn9u,1,neutral,On the phone to mum  http://tinyurl.com/otdn9u,0.0,100.0,0.0,neutral,0.0
daed8640af, me tooo,1,neutral, me tooo,0.0,100.0,0.0,neutral,0.0
0c79867978,My net died so yeah....  I`m sad now,0,negative,My net died so yeah....  I`m sad now,47.0,33.7,19.3,negative,-0.6246
fe588dce16, then am anticipating the next ten days!,1,neutral, then am anticipating the next ten days!,0.0,100.0,0.0,neutral,0.0
30b5985a07,i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,0,negative,i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,8.1,91.9,0.0,negative,-0.3182
c3e87ee9c0," yeah, when you start reaching your early-mid-20s",1,neutral," yeah, when you start reaching your early-mid-20s",0.0,55.60000000000001,44.4,positive,0.4588
5bbfbb31da,getting ready to babysit,1,neutral,getting ready to babysit,0.0,54.50000000000001,45.5,positive,0.3612
41cf23c2d2,Bad migrane and need to go to dancing tonight.... Not a good combination,0,negative,Bad migrane and need to go to dancing tonight.... Not a good combination,34.9,65.10000000000001,0.0,negative,-0.7101
e027169ec6,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",0,negative,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",27.6,72.39999999999999,0.0,negative,-0.6915
6c843b2f56, i dunno if he saw it  happy birthday girl!,2,positive, i dunno if he saw it  happy birthday girl!,0.0,66.7,33.300000000000004,positive,0.6114
29736d30cc, I`m looking forward too see and hear you in Norway!! Live fast!,1,neutral, I`m looking forward too see and hear you in Norway!! Live fast!,0.0,100.0,0.0,neutral,0.0
2da7ae1656, awesome,2,positive, awesome,0.0,0.0,100.0,positive,0.6249
0927b99040, actually workin from home tonight...  you?,1,neutral, actually workin from home tonight...  you?,0.0,100.0,0.0,neutral,0.0
a35cb60975, ****! I want to be at the beach in the sun,0,negative, ****! I want to be at the beach in the sun,0.0,86.3,13.700000000000001,positive,0.1511
7e49648b99,OH. I am just so tired.,0,negative,OH. I am just so tired.,42.8,57.199999999999996,0.0,negative,-0.5777
b7234b7720,"Well, my dog still isn`t at the shelter. I hope someone good has him",2,positive,"Well, my dog still isn`t at the shelter. I hope someone good has him",0.0,58.199999999999996,41.8,positive,0.7845
5bbef6942a, Well tell me what fashion tips you need and I`m your woman  hehehe,2,positive, Well tell me what fashion tips you need and I`m your woman  hehehe,0.0,85.1,14.899999999999999,positive,0.2732
c9e5ca399a," Hello there, Taylor  I MISS YOU. Its been 2 months </3",0,negative," Hello there, Taylor  I MISS YOU. Its been 2 months </3",41.3,58.699999999999996,0.0,negative,-0.7456
d7607b8133,i wear a lot of white  http://tinyurl.com/dlbltg,0,negative,i wear a lot of white  http://tinyurl.com/dlbltg,0.0,100.0,0.0,neutral,0.0
2d5206550f, Always a good idea.,2,positive, Always a good idea.,0.0,50.8,49.2,positive,0.4404
13632b763a,  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,1,neutral,  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,0.0,75.5,24.5,positive,0.8439
f841b0e812,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,2,positive,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,0.0,69.6,30.4,positive,0.6562
09e0880c54," not here for long hun, head hurts",0,negative," not here for long hun, head hurts",34.1,65.9,0.0,negative,-0.4767
bf2419a824,At walmart playing hide and seek.,1,neutral,At walmart playing hide and seek.,22.7,53.300000000000004,24.0,neutral,0.0258
2fac1b845b, whatever do you mean?,1,neutral, whatever do you mean?,0.0,100.0,0.0,neutral,0.0
15fb68bf9f,All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,0,negative,All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,14.7,85.3,0.0,negative,-0.5849
a93afddcdf, That it does  just wish more people would notice it,2,positive, That it does  just wish more people would notice it,0.0,76.9,23.1,positive,0.4019
8ec2997024, your test works fine for me  tweetdeck is so cool eh?,1,neutral, your test works fine for me  tweetdeck is so cool eh?,0.0,65.3,34.699999999999996,positive,0.5847
6559ad2e3e,"Wish you were here, babe",2,positive,"Wish you were here, babe",0.0,59.699999999999996,40.300000000000004,positive,0.4019
a2867122b8,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,0,negative,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,0.0,100.0,0.0,neutral,0.0
17deedd7a4,"I love summer, but I oddly don`t want this school year to end.",2,positive,"I love summer, but I oddly don`t want this school year to end.",0.0,73.1,26.900000000000002,positive,0.4678
d27429521a, lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,2,positive, lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,0.0,79.10000000000001,20.9,positive,0.5719
273aa26c3d,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",2,positive,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",0.0,88.4,11.600000000000001,positive,0.4404
c12a98d8f3,i so can`t be bothered working tomorrow!,2,positive,i so can`t be bothered working tomorrow!,32.2,67.80000000000001,0.0,negative,-0.4321
0a60d11178, kittens are cute then they grow up n become CATS,2,positive, kittens are cute then they grow up n become CATS,0.0,75.0,25.0,positive,0.4588
58b7571313, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,0,negative, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,0.0,71.89999999999999,28.1,positive,0.7783
a25f8983ff, Hey I was scared last night at 3:17 because of you... and I had several bad nightmares,0,negative, Hey I was scared last night at 3:17 because of you... and I had several bad nightmares,29.9,70.1,0.0,negative,-0.7506
9b172f1737, gawd. People still remember the preggers comment. Hate you!,0,negative, gawd. People still remember the preggers comment. Hate you!,33.300000000000004,66.7,0.0,negative,-0.6114
c016333e85,oh no my tweetdeck is malfunctioning :O il have web will its fixd,0,negative,oh no my tweetdeck is malfunctioning :O il have web will its fixd,28.299999999999997,71.7,0.0,negative,-0.516
63ec4e7de6, heeeeey! You abandoned me here on Twitter momma dots?,1,neutral, heeeeey! You abandoned me here on Twitter momma dots?,29.2,70.8,0.0,negative,-0.5093
7796395821, yeah freakin sucks!!,0,negative, yeah freakin sucks!!,49.1,15.9,35.0,negative,-0.2225
4f2e517832,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,1,neutral,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,0.0,84.8,15.2,positive,0.3612
b3b338bcd0,#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,2,positive,#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,0.0,88.1,11.899999999999999,positive,0.3182
add95c3198,Sooo tell me how I lost followerzzz,1,neutral,Sooo tell me how I lost followerzzz,27.700000000000003,72.3,0.0,negative,-0.3182
c41d259d60, - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.,1,neutral, - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.,12.9,78.2,9.0,negative,-0.2144
3099b7261b,looking for people,1,neutral,looking for people,0.0,100.0,0.0,neutral,0.0
15892f296d,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,2,positive,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,0.0,62.8,37.2,positive,0.7964
d12acf4e01, Awwww   i`ve got some photos of cute bunnies,2,positive, Awwww   i`ve got some photos of cute bunnies,0.0,70.0,30.0,positive,0.4588
dad3160e52,long day and i still have to mow the lawn,0,negative,long day and i still have to mow the lawn,0.0,100.0,0.0,neutral,0.0
598603422e,Shoot. Only 12 miles,1,neutral,Shoot. Only 12 miles,44.4,55.60000000000001,0.0,negative,-0.34
c3c79502f9, why has it been so long since i have talked to you let alone seen you?? it makes me sad,0,negative, why has it been so long since i have talked to you let alone seen you?? it makes me sad,23.3,76.7,0.0,negative,-0.6662
02b43cd23c,Happy mothers day mom  ?,2,positive,Happy mothers day mom  ?,0.0,51.9,48.1,positive,0.5719
058f39acca,I want cookies for breakfast! Luckily I`m an adult and can do that!,2,positive,I want cookies for breakfast! Luckily I`m an adult and can do that!,0.0,68.0,32.0,positive,0.6351
90af5c843a,Mowing #6. I hate my lawn,0,negative,Mowing #6. I hate my lawn,42.5,57.49999999999999,0.0,negative,-0.5719
200f2b3566," you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up",1,neutral," you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up",0.0,100.0,0.0,neutral,0.0
85f882c027, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,0,negative, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,0.0,90.5,9.5,positive,0.296
5496094dac,Feeling bad for  profile pic,0,negative,Feeling bad for  profile pic,43.8,37.5,18.8,negative,-0.4588
866582d5a3,CAPONES island in 2 days!!! my summer is just starting...,1,neutral,CAPONES island in 2 days!!! my summer is just starting...,0.0,100.0,0.0,neutral,0.0
cb20977501,movie then sleep! Today was good day  [{H!--D3ff}],2,positive,movie then sleep! Today was good day  [{H!--D3ff}],0.0,66.8,33.2,positive,0.5399
ddfc2cc8b3,Planing on going on a little ride on the mtb on monday  may be in over to the tower...,1,neutral,Planing on going on a little ride on the mtb on monday  may be in over to the tower...,0.0,100.0,0.0,neutral,0.0
0de656eac1,**** fiesta at my house in my mouth  hit me up for the password,1,neutral,**** fiesta at my house in my mouth  hit me up for the password,0.0,80.7,19.3,positive,0.4767
